ID,Question,Answer,Short Answer,Depiction,CulturalProperty
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13487006_0100262191-002.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262191A-2
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13488641_0100262479.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262479
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13515234_0100262191-012.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262191A-12
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13334798_0100262147.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262147
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13515246_0100262191-018.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262191A-18
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13515256_0100262191-023.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262191A-23
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13515254_0100262191-022.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262191A-22
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13517911_0100262191-007.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262191A-7
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13487008_0100262191-003.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262191A-3
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13128704_0100262144.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262144
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13334804_0100262149.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262149
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13515262_0100262191-026.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262191A-26
