ID,Question,Answer,Short Answer,Depiction,CulturalProperty
ORNAMENTALMOTIV,Qual è la decorazione?,Il motivo decorativo è antropomorfe.,Antropomorfe,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1024564/ICCD11314418_IMR_93837EC4590E4AE8B5331BCD611AC554.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1700133131
ORNAMENTALMOTIV,Qual è la decorazione?,Il motivo decorativo è fitomorfe.,Fitomorfe,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1024564/ICCD11314418_IMR_93837EC4590E4AE8B5331BCD611AC554.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1700133131
ORNAMENTALMOTIV,Qual è la decorazione?,Il motivo decorativo è fitomorfe.,Fitomorfe,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1024564/ICCD11314432_IMR_5B657C3B7B25416181E32207685574D0.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1700133667
ORNAMENTALMOTIV,Qual è la decorazione?,Il motivo decorativo è geometriche.,Geometriche,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1024564/ICCD11314418_IMR_93837EC4590E4AE8B5331BCD611AC554.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1700133131
ORNAMENTALMOTIV,Qual è la decorazione?,Il motivo decorativo è geometriche.,Geometriche,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1024564/ICCD11314430_IMR_0C115C70B17C49058F105CD011C33D0C.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1700133665
ORNAMENTALMOTIV,Qual è la decorazione?,Il motivo decorativo è geometriche.,Geometriche,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1024564/ICCD11314432_IMR_5B657C3B7B25416181E32207685574D0.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1700133667
ORNAMENTALMOTIV,Qual è la decorazione?,Il motivo decorativo è vegetale.,Vegetale,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1024624/ICCD11322146_PST-8e020-00309_02.jpg,https://w3id.org/arco/resource/ScientificOrTechnologicalHeritage/0301966661-4
ORNAMENTALMOTIV,Qual è la decorazione?,Il motivo decorativo è zoomorfa.,Zoomorfa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1024564/ICCD11314432_IMR_5B657C3B7B25416181E32207685574D0.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1700133667
ORNAMENTALMOTIV,Qual è la decorazione?,Il motivo decorativo è a forma di lettera dell'alfabeto.,A forma di lettera dell'alfabeto,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5590353_0001271e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800054747
ORNAMENTALMOTIV,Qual è la decorazione?,Il motivo decorativo è a forma di oggetto.,A forma di oggetto,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2232953_RP_11L-6.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/0100042711
