Id,Question,Answer,Short Answer,Depiction,CulturalProperty,CulturalProperty Class
STORAGE_LOCATION,Qual è il luogo di conservazione?,Il bene culturale è stato depositato nel museo di arte industriale e decorative.,Museo di arte industriale e decorative,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007114/ICCD4595274_SBAS%20RM%20213947.jpg,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1200963157,HistoricOrArtisticProperty
STORAGE_LOCATION,Qual è il luogo di conservazione?,Il bene culturale è stato depositato nella Pinacoteca di Brera Archivio Cagnola.,Pinacoteca di Brera Archivio Cagnola,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1008928/ICCD10592786_3092_r.jpg,https://w3id.org/arco/resource/HistoricOrArtisticProperty/0303238715,HistoricOrArtisticProperty
STORAGE_LOCATION,Qual è il luogo di conservazione?,Il bene culturale è stato depositato nella Pinacoteca di Brera Archivio Cagnola.,Pinacoteca di Brera Archivio Cagnola,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1008928/ICCD10592621_3079_r.jpg,https://w3id.org/arco/resource/HistoricOrArtisticProperty/0303238702,HistoricOrArtisticProperty
STORAGE_LOCATION,Qual è il luogo di conservazione?,Il bene culturale è stato depositato nella Pinacoteca di Brera Archivio Cagnola.,Pinacoteca di Brera Archivio Cagnola,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1008928/ICCD10592791_3099_r.jpg,https://w3id.org/arco/resource/HistoricOrArtisticProperty/0303238722,HistoricOrArtisticProperty
STORAGE_LOCATION,Qual è il luogo di conservazione?,Il bene culturale è stato depositato nella Pinacoteca di Brera Archivio Cagnola.,Pinacoteca di Brera Archivio Cagnola,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1008928/ICCD10592580_3076_r.jpg,https://w3id.org/arco/resource/HistoricOrArtisticProperty/0303238699,HistoricOrArtisticProperty
STORAGE_LOCATION,Qual è il luogo di conservazione?,Il bene culturale è stato depositato nella Pinacoteca di Brera Archivio Cagnola.,Pinacoteca di Brera Archivio Cagnola,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1008928/ICCD10592806_3104_r.jpg,https://w3id.org/arco/resource/HistoricOrArtisticProperty/0303238727,HistoricOrArtisticProperty
STORAGE_LOCATION,Qual è il luogo di conservazione?,Il bene culturale è stato depositato nella Pinacoteca di Brera Archivio Cagnola.,Pinacoteca di Brera Archivio Cagnola,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1008928/ICCD10592801_3091_r.jpg,https://w3id.org/arco/resource/HistoricOrArtisticProperty/0303238714,HistoricOrArtisticProperty
STORAGE_LOCATION,L'opera fa parte di oggetti in deposito?,Il bene culturale è stato depositato nel Museo di Palazzo Reale.,Museo di Palazzo Reale,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2285715_00212198.jpg,https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100207798,HistoricOrArtisticProperty
STORAGE_LOCATION,Qual è il luogo di conservazione?,Il bene culturale è stato depositato nel Museo di Palazzo Reale.,Museo di Palazzo Reale,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD12506/ICCD2285727_00212211.jpg,https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100207802,HistoricOrArtisticProperty
STORAGE_LOCATION,Qual è il luogo di conservazione?,Il bene culturale è stato depositato nella Pinacoteca di Brera.,Pinacoteca di Brera,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1008928/ICCD10569212_4265_r.jpg,https://w3id.org/arco/resource/HistoricOrArtisticProperty/0303238293,HistoricOrArtisticProperty
