Id,Question,Answer,Short Answer,Depiction,CulturalProperty,CulturalProperty Class
DECORATIVEPURPOSE,Qual è la finalità dell'apparato decorativo del bene culturale?,La finalità dell'apparato decorativo del bene culturale è decorativa.,Decorativa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5590890_0001540e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800055015,DemoEthnoAnthropologicalHeritage
DECORATIVEPURPOSE,Qual è la finalità dell'apparato decorativo del bene culturale?,La finalità dell'apparato decorativo del bene culturale è decorativa.,Decorativa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5591149_0001670e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800055144,DemoEthnoAnthropologicalHeritage
DECORATIVEPURPOSE,Qual è la finalità dell'apparato decorativo del bene culturale?,La finalità dell'apparato decorativo del bene culturale è decorativa.,Decorativa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5591185_0001688e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800055162,DemoEthnoAnthropologicalHeritage
DECORATIVEPURPOSE,Qual è la finalità dell'apparato decorativo del bene culturale?,La finalità dell'apparato decorativo del bene culturale è decorativa.,Decorativa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5591205_0001698e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800055172,DemoEthnoAnthropologicalHeritage
DECORATIVEPURPOSE,Qual è la finalità dell'apparato decorativo del bene culturale?,La finalità dell'apparato decorativo del bene culturale è decorativa.,Decorativa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5591932_0002072e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800055525,DemoEthnoAnthropologicalHeritage
DECORATIVEPURPOSE,Qual è la finalità dell'apparato decorativo del bene culturale?,La finalità dell'apparato decorativo del bene culturale è decorativa.,Decorativa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5591949_0002081e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800055533,DemoEthnoAnthropologicalHeritage
DECORATIVEPURPOSE,Qual è la finalità dell'apparato decorativo del bene culturale?,La finalità dell'apparato decorativo del bene culturale è decorativa.,Decorativa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5592154_0002186e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800055633,DemoEthnoAnthropologicalHeritage
DECORATIVEPURPOSE,Qual è la finalità dell'apparato decorativo del bene culturale?,La finalità dell'apparato decorativo del bene culturale è decorativa.,Decorativa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5592254_0002237e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800055682,DemoEthnoAnthropologicalHeritage
DECORATIVEPURPOSE,Qual è la finalità dell'apparato decorativo del bene culturale?,La finalità dell'apparato decorativo del bene culturale è decorativa.,Decorativa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5592260_0002240e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800055685,DemoEthnoAnthropologicalHeritage
DECORATIVEPURPOSE,Qual è la finalità dell'apparato decorativo del bene culturale?,La finalità dell'apparato decorativo del bene culturale è decorativa.,Decorativa,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007102/ICCD5592279_0002250e.jpg,https://w3id.org/arco/resource/DemoEthnoAnthropologicalHeritage/1800055694,DemoEthnoAnthropologicalHeritage
