Id,Question,Answer,Short Answer,Depiction,CulturalProperty,CulturalProperty Class
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Arte nelle fotografie di Palazzo Pepoli Campogrande si è svolto nel Palazzo Pepoli Campogrande.,Palazzo Pepoli Campogrande,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5518137_00235413.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800391706,PhotographicHeritage
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Arte nelle fotografie di Palazzo Pepoli Campogrande si è svolto nel Palazzo pepoli Campogrande.,Palazzo pepoli Campogrande,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5518139_00235414.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800391707,PhotographicHeritage
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Archivi fotografici delle Soprintendenze (per exempla) si è svolto nel Palazzo Pepoli Campogrande.,Palazzo Pepoli Campogrande,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1058894/ICCD13589490_00254860.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800391974,PhotographicHeritage
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Archivi fotografici delle Soprintendenze (per exempla) si è svolto nel Palazzo pepoli Campogrande.,Palazzo pepoli Campogrande,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1058894/ICCD13589635_00254733.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800366360,PhotographicHeritage
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Archivi fotografici delle Soprintendenze (per exempla) si è svolto nel Palazzo Pepoli Campogrande.,Palazzo Pepoli Campogrande,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1005566/ICCD10708372_P_000007.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800265622,PhotographicHeritage
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Archivi fotografici delle Soprintendenze (per exempla) si è svolto nel Palazzo Pepoli Campogrande.,Palazzo Pepoli Campogrande,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1005566/ICCD10708305_P_000006.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800265621,PhotographicHeritage
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Archivi fotografici delle Soprintendenze (per exempla) si è svolto nel Palazzo pepoli Campogrande.,Palazzo pepoli Campogrande,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1058894/ICCD13589826_00254825.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800366431,PhotographicHeritage
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Lo spazio il tempo e le opere. Il catalogo del bene culturale si è svolto nel Pinacoteca Nazionale.,Pinacoteca Nazionale,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD50007109/ICCD5518091_00235390.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0800391683,PhotographicHeritage
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13334804_0100262149.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262149,PhotographicHeritage
EVENTSITE,Dove si è svolto l'evento culturale relativo al bene?,L'evento culturale Un catalogo per immagini si è svolto nel Palazzo Chiablese.,Palazzo Chiablese,http://www.sigecweb.beniculturali.it/images/fullsize/ICCD1038644/ICCD13334798_0100262147.jpg,https://w3id.org/arco/resource/PhotographicHeritage/0100262147,PhotographicHeritage
